,Gene Name,D0 vs. D25 Log2 Fold Change,D0 vs. D25 p-value
54179,MIR4312,-0.053006133,0.962741556
43882,PSMB10,-0.053160844,0.920984345
32049,MATN1-AS1,-0.053311842,0.913147332
13647,RASA2,-0.053446212,0.913103835
10927,SLC25A51P4,-0.053447839,0.961587719
24519,HIST1H2BA,-0.053447839,0.961587719
52115,LOC101927727,-0.053447839,0.961587719
20704,LOC101928651,-0.053503578,0.917995484
14023,GRM4,-0.053531491,0.92534968
1860,PUM2,-0.053584097,0.911910104
67830,SESN2,-0.053894094,0.911298799
3488,OR52Z1,-0.053912296,0.960983274
7572,CELA2B,-0.053912296,0.960983274
44428,TXNDC8,-0.053912296,0.960983274
66335,LOC102467217,-0.053912296,0.960983274
12317,HIST2H2AB,-0.053953507,0.916546198
44809,HS3ST6,-0.053998851,0.923395883
40940,PLEKHH2,-0.054011239,0.910941229
3460,SSBP1,-0.054080042,0.916964118
8437,ABI1,-0.054088344,0.909530969
42762,BREA2,-0.054212299,0.936092139
16335,COPS2,-0.05436042,0.909333852
9064,LINC02759,-0.054401307,0.959714754
9066,MIR4765,-0.054401307,0.959714754
51876,LINC01935,-0.054401307,0.959714754
244,AAMDC,-0.054450385,0.910521567
28384,EHD3,-0.054451567,0.913507755
49950,LINC00945,-0.054461042,0.935543136
56549,LINC01509,-0.054490959,0.910343125
581,CSPP1,-0.05461062,0.91209626
2821,ZNF518A,-0.054649349,0.914573871
61317,LOC105370024,-0.054716456,0.934416264
65398,PAFAH2,-0.054757078,0.915507401
3477,PITX3,-0.054871895,0.913670265
9745,HSD17B13,-0.054916871,0.959048662
68704,NRIR,-0.054916871,0.959048662
17532,LRRC8B,-0.055139957,0.910792956
17178,MIR7107,-0.055143994,0.918790944
3429,FOXA3,-0.05514639,0.91042325
57493,NCMAP,-0.05517865,0.92352753
7984,ZFAND2B,-0.055244284,0.909255094
2881,DHX33,-0.055280003,0.918413694
15026,COMMD3,-0.0553328,0.91156567
35356,COMMD3-BMI1,-0.0553328,0.91156567
20389,KEL,-0.055361117,0.923058041
17762,MIR4474,-0.055461213,0.958359886
18490,MIR4700,-0.055525516,0.932039686
11319,KREMEN1,-0.055701725,0.9079122
1146,API5,-0.05574768,0.911918825
34472,GPR137B,-0.055805195,0.906773922
11592,ZNF337,-0.055810487,0.931418304
31631,LINC02159,-0.055810487,0.931418304
36529,MEX3B,-0.055817588,0.906252307
2305,KCNU1,-0.056036811,0.956909424
48583,MYH13,-0.056036811,0.956909424
53885,FAM205A,-0.056036811,0.956909424
63435,MIR6739,-0.056036811,0.956909424
33168,MMUT,-0.056267553,0.908583243
31429,GRK1,-0.056326428,0.919602896
30853,CDRT4,-0.056405361,0.929483846
40017,NKIRAS2,-0.056439511,0.914020328
51080,PSMD7,-0.056439511,0.914020328
7156,GAPVD1,-0.056507912,0.920307238
3576,ACOT7,-0.056530811,0.935018487
31465,TOMM70,-0.056569044,0.905962227
25968,FCHO2,-0.056586597,0.9062326
53236,CRYM-AS1,-0.056594035,0.925720679
7196,DEFB134,-0.056646437,0.956145082
9549,SI,-0.056646437,0.956145082
9626,MRAP2,-0.056675818,0.913042259
26781,SCARNA17,-0.056675818,0.913042259
73554,SNHG22,-0.056675818,0.913042259
11973,C9orf129,-0.056716002,0.952282461
2568,LINC01215,-0.056739228,0.918025223
61692,RSF1,-0.056813205,0.904883626
11015,RSU1,-0.056903771,0.906430909
14314,LINC01426,-0.056951799,0.917485476
3708,RMDN2,-0.05702791,0.9064522
17314,MIR7159,-0.057035974,0.92743673
4659,SON,-0.057364239,0.908734574
74115,MIR4776-1,-0.057365704,0.950874556
63831,RNF122,-0.05738397,0.90431965
6877,WSCD2,-0.057389913,0.915822712
43193,MPO,-0.057389913,0.915822712
14739,NAAA,-0.057425163,0.903676829
1251,INSIG2,-0.057473593,0.907521745
16115,CD164,-0.057688774,0.904881837
71821,TAS2R40,-0.057705647,0.925266786
15867,JPT2,-0.057755127,0.911675259
6954,NDRG4,-0.057770607,0.905267359
4818,NCR2,-0.05784622,0.914091526
54792,DDX59-AS1,-0.057868742,0.903182165
66037,LINC01976,-0.057917101,0.908177204
57676,LOC729080,-0.057980599,0.95367751
72762,PLET1,-0.057980599,0.95367751
52156,MIR6758,-0.058056282,0.924514239
3523,SH2D2A,-0.058081554,0.930511586
61711,TRPV2,-0.058081554,0.930511586
70445,RNF25,-0.058101787,0.914540568
9683,TSN,-0.058116971,0.907312644
15472,VCAN,-0.058160387,0.903463964
34329,BEND3,-0.058275598,0.905359873
15147,LOC101928782,-0.058321877,0.930026232
32389,TMPRSS7,-0.058418124,0.948862227
36802,LOC285804,-0.058418124,0.948862227
73157,MIR3681,-0.058418124,0.948862227
27515,MRPL41,-0.058476286,0.903619066
44005,LOC344967,-0.058512178,0.901477012
61076,N4BP2,-0.058512178,0.901477012
5817,RPTOR,-0.05856735,0.911669337
11084,DENND4C,-0.058585085,0.902421565
52109,GATA4,-0.058642615,0.918916446
20108,NPVF,-0.058712591,1
36227,SEMG1,-0.058712591,1
8001,MIR589,-0.058831362,0.91803312
17991,RALGAPA1,-0.058853409,0.906385413
31458,IGDCC3,-0.058946846,0.901734295
35773,DUOXA1,-0.059023201,0.917584202
11428,MDGA2,-0.059042509,0.902490809
34757,FAM86JP,-0.059053311,0.903503211
17777,MIR378D1,-0.059074424,0.909761079
72899,RPL30,-0.05914049,0.908080228
73258,TEX19,-0.059177646,0.947240837
47027,ACO2,-0.059179509,0.911159111
6618,ITSN1,-0.059234641,0.900768241
1478,GART,-0.059245283,0.904409676
63498,FBXL14,-0.059279909,0.900972913
6557,DNAJC18,-0.0592846,0.90472873
27554,LOC644215,-0.0592846,0.90472873
4219,NUMB,-0.059303623,0.901172871
23472,CD160,-0.059336382,0.926965311
21193,GBX1,-0.059363653,0.905705127
20895,FOXN3,-0.059380028,0.903479646
52429,C8orf44,-0.059441704,0.90044447
57819,C8orf44-SGK3,-0.059441704,0.90044447
4283,VN1R1,-0.059493658,0.950910503
16553,ERVW-1,-0.059493658,0.950910503
57413,MIR802,-0.059493658,0.950910503
71012,TMC8,-0.059497033,0.914617091
13952,TNKS,-0.059531943,0.904409881
3913,MYLK-AS1,-0.059540416,0.902882848
9895,LOC102723899,-0.05957653,0.919658881
19686,ZNF883,-0.05957653,0.919658881
42663,GBP2,-0.05957653,0.919658881
34818,LINC00355,-0.059604205,0.926428898
23935,JMY,-0.059724698,0.906772423
22828,ACAA2,-0.059741027,0.905691011
1515,FBXL2,-0.059782268,0.907136633
55924,E4F1,-0.059823442,0.90276225
27000,SMIM27,-0.059938591,0.899263185
1484,TRPM8,-0.059989032,0.945512732
4566,LINC02702,-0.059989032,0.945512732
14999,LINC01485,-0.059989032,0.945512732
11326,OTUD4,-0.060045744,0.912636118
58386,LOC100506016,-0.060045744,0.912636118
34307,LOC105371506,-0.060295147,0.906589692
48738,OR1J1,-0.060328907,1
5519,RPS29,-0.06034401,0.90003693
20474,DEFA4,-0.060415862,0.944911132
16412,URM1,-0.060678998,0.912300857
15009,RPL38,-0.060729638,0.905700397
11787,GLS,-0.060742764,0.898121215
9109,WEE2,-0.06085778,0.916057866
20950,CXCL13,-0.06085778,0.916057866
46905,ERP29,-0.060889919,0.905466296
936,GEMIN8,-0.060977552,0.904921748
22977,FLT4,-0.061001923,0.916074529
11660,SORT1,-0.061007749,0.902589132
34822,THNSL2,-0.061038599,0.922441092
5942,CEP41,-0.061108301,0.900128589
7652,OSBPL1A,-0.061314225,0.901381964
4445,LINC02616,-0.061315601,0.943023445
9414,MYO1A,-0.061315601,0.943023445
13506,B4GALT4-AS1,-0.061315601,0.943023445
31937,ETDC,-0.061315601,0.943023445
69091,LINC02343,-0.061315601,0.943023445
5384,ANKRD9,-0.06133279,0.900026322
10103,ACTL6B,-0.061370584,0.914853951
72459,SLC5A5,-0.061370584,0.914853951
12164,C3orf33,-0.061384346,0.899603054
10123,SLC25A14,-0.061491287,0.903087963
57659,TMEM41A,-0.061491287,0.903087963
24959,FRAT1,-0.06150183,0.906861247
62840,LOC114841040,-0.061707796,0.89993532
1284,ORMDL1,-0.061716444,0.896331075
6467,TMEM167B,-0.061740015,0.905989756
18463,LINC01559,-0.061790198,0.913136886
2857,PMS1,-0.061823475,0.896161645
13468,KIF2C,-0.061852899,0.90648979
5142,MCPH1,-0.061868595,0.904677666
52526,LOC100287015,-0.061868595,0.904677666
1382,GTPBP10,-0.061949733,0.899089496
26771,PPP2CB,-0.061949733,0.899089496
18582,GALNT14,-0.061983896,0.919316902
2191,ITGB7,-0.062314686,0.918661568
48785,LOC100310756,-0.062340449,0.911863121
39492,MIR548AL,-0.062363009,0.897574465
14628,LRCH1,-0.062433567,0.900115089
60,MXD1,-0.062462259,0.898705131
11817,RAD52,-0.062469994,0.906768016
60104,UTP11,-0.062481401,0.90358416
60533,ZBTB5,-0.06255481,0.895432276
45923,MIR3199-1,-0.062665353,0.902257906
12178,SOX13,-0.062697545,0.898910506
5481,ZNF454,-0.062793552,0.94029439
15902,FFAR2,-0.062793552,0.94029439
20286,SNORD116-17,-0.062793552,0.94029439
7417,HPN,-0.062867976,0.902017251
74245,ATAD2,-0.062963704,0.895329697
17645,CCDC12,-0.063034999,0.902453511
12562,TUB-AS1,-0.063106714,0.920115373
8031,TSFM,-0.06317013,0.909127264
14011,RGS7,-0.063175537,0.895722496
56949,ZBED6,-0.063212555,0.902030664
33562,LOC100132781,-0.063222681,1
20000,LOC101927179,-0.063324408,0.938828789
28468,OR52N4,-0.063324408,0.938828789
11914,DYDC1,-0.063334422,0.894500643
44100,GPHA2,-0.063375394,0.903282878
43539,STAT5A,-0.063385601,0.908654702
64532,NOB1,-0.063392408,0.912301001
7784,NEMF,-0.063400918,0.900398675
38714,ZCCHC8,-0.063403755,0.903745259
6027,PIAS2,-0.063407883,0.90247521
4316,PRKG1,-0.06341074,0.896539447
73290,VCPIP1,-0.063459231,0.893574515
34209,LHFPL3,-0.063507048,0.896033938
2052,CCDC74A,-0.063649339,0.918557952
10086,NPC1L1,-0.063649339,0.918557952
35897,SNORD13H,-0.063876256,0.938068495
36174,OR52E1,-0.063876256,0.938068495
56823,LINC01568,-0.063876256,0.938068495
3234,KLHL2,-0.063906869,0.89302885
32147,COPS8,-0.063946206,0.899414673
20786,GTF2E2,-0.063968097,0.896776154
48544,TXNDC15,-0.064032138,0.903531899
56910,FOXN3-AS1,-0.064032521,0.89253903
9231,GGA1,-0.06405824,0.897087435
33863,SEC61A2,-0.064292964,0.895790908
40690,KRT81,-0.06434266,0.942924903
26214,KCNIP1,-0.064360497,0.902407346
39719,NMT2,-0.064409191,0.89318389
37206,ZNF217,-0.064450365,0.905456165
52762,C20orf202,-0.064450365,0.905456165
8056,USHBP1,-0.064504354,0.916384366
52557,ADCK2,-0.064534386,0.899910688
30169,SH3BP2,-0.06453679,0.895771665
13826,TCAF1,-0.064627272,0.894752139
3170,ZDHHC1,-0.06471963,0.908295932
70498,LINC01144,-0.064723951,0.897133228
56386,DDX58,-0.064798154,0.89898209
35182,LOC105378663,-0.064867412,0.900866586
29964,MIR3199-2,-0.064972974,0.897241175
59321,LOC107984236,-0.064977306,0.891045723
19641,DDX56,-0.064979211,0.903728909
1583,PRPF38B,-0.064993037,0.893119185
29066,TMEM222,-0.065040352,0.90007785
37099,MIR198,-0.065048112,0.935669008
40852,HIST2H2BF,-0.065048112,0.935669008
1757,CNGA4,-0.065237774,0.903112763
947,DYDC2,-0.065350294,0.889628851
13168,CUL4A,-0.065433385,0.894096637
25221,ALOX15P1,-0.065670985,0.934827021
29276,ADAM3B,-0.065670985,0.934827021
50320,MYCT1,-0.065670985,0.934827021
69286,PCDHB10,-0.065670985,0.934827021
10473,LOC100129724,-0.065709191,0.909057009
33209,CELA1,-0.065709191,0.909057009
37317,SMIM6,-0.065709191,0.909057009
48472,LINC01561,-0.065709191,0.909057009
65853,NAALADL2-AS2,-0.065709191,0.909057009
67332,LOC100134391,-0.065709191,0.909057009
69941,TCHP,-0.065739787,0.901482763
6149,RPS3,-0.065752909,0.90801242
10608,NPAS4,-0.065752909,0.90801242
3887,FEM1B,-0.065762753,0.891575537
58899,RFC4,-0.065961715,0.892732352
14748,TMEM39A,-0.065965937,0.8929846
10350,CDHR1,-0.066020437,0.890632145
6077,LSAMP,-0.066059692,0.889164343
16941,MIR578,-0.06613999,0.908223198
59291,LINC02071,-0.06613999,0.908223198
70566,UBALD2,-0.066166415,0.892260498
42504,NOG,-0.066251988,0.890363748
32278,ADAM10,-0.066258346,0.893294392
20020,SLC36A3,-0.066320604,0.93307464
23215,LOC102467081,-0.066320604,0.93307464
62347,LINC02508,-0.066320604,0.93307464
8937,UFSP1,-0.066341031,0.888374683
4088,SNAPC3,-0.066457697,0.888969864
19112,C8orf58,-0.06646431,0.889959462
9691,FAM91A1,-0.066575368,0.896617121
14361,MKNK1-AS1,-0.066583217,0.930140714
28353,TBILA,-0.066583217,0.930140714
66899,IFT172,-0.066636398,0.893028248
2401,IER3,-0.066684205,0.888365909
3755,THADA,-0.066684205,0.888365909
72421,USE1,-0.066693298,0.90531437
29000,RBM28,-0.066746149,0.898045642
12226,UBE2F,-0.066756182,0.893706502
61271,UBE2F-SCLY,-0.066756182,0.893706502
8122,POLR1B,-0.066820428,0.895300609
30988,TAS2R46,-0.066876955,0.938624236
2693,PHC3,-0.066972607,0.890528515
5743,IL31RA,-0.066998729,0.932162354
33999,ANO6,-0.066998729,0.932162354
60693,LINC02222,-0.066998729,0.932162354
66762,FOXC1,-0.067004287,0.891633822
7678,PANDAR,-0.067039418,0.905627236
31234,LINC02230,-0.067039418,0.905627236
39386,LINC00852,-0.067039418,0.905627236
24105,MIR1306,-0.067072006,0.897457648
4793,PRRT3,-0.067080157,0.901552937
11176,DDX3X,-0.067104625,0.888324156
67475,LOC101929767,-0.067406165,0.898725837
32615,TRIM29,-0.067411127,0.908442409
5495,WDR91,-0.067449103,0.885269753
19975,C5orf52,-0.067509172,0.928132223
66729,SCML4,-0.067509172,0.928132223
17324,CCDC32,-0.067519745,0.893073541
51057,CMTM6,-0.067564696,0.898384518
2367,SARNP,-0.067675923,0.887088312
5040,CMTM1,-0.067707278,0.93026045
67905,DOCK11,-0.06772785,0.887921989
70665,MIR3913-1,-0.067738803,0.891852481
56357,LINC00970,-0.067770362,0.907768508
56097,LNP1,-0.067876636,0.887597014
11723,SNORA7A,-0.067901688,0.890971021
470,WNT2B,-0.067984872,0.894140553
17415,LOC150935,-0.067993091,0.90287981
73516,LOC644090,-0.067993091,0.90287981
1072,MRPL11,-0.068035656,0.89857006
49035,OGFRP1,-0.068102027,0.891088013
33750,LYPLA2,-0.068112222,0.901173895
66016,YTHDF3-AS1,-0.068206636,0.885744592
26921,ANKRD18B,-0.068225124,0.893736556
61078,DOLPP1,-0.068373195,0.886153198
13098,C4BPB,-0.068448346,0.929268598
39717,HIGD1C,-0.068448346,0.929268598
13738,ATF7-NPFF,-0.06847996,0.889378603
47860,EPB41L4A-DT,-0.068489835,0.888276386
54239,DCBLD2,-0.068511494,0.883721939
46760,ITFG2-AS1,-0.068669462,0.891772309
19200,USP13,-0.068726392,0.886001318
36499,TNRC6B,-0.068765942,0.888058348
41576,CTD-3080P12.3,-0.068790997,0.909127264
3258,RPL22L1,-0.068794906,0.889551876
15939,CCND2,-0.068820385,0.883859472
50986,LINC01230,-0.068833768,0.907446555
60880,CROCC,-0.068890033,0.885464255
7133,ARMH3,-0.068891836,0.885534481
63770,TMEM35B,-0.068898151,0.904970638
9926,RBM34,-0.068931382,0.891224507
48502,TMEM51-AS1,-0.069016158,0.888323342
24620,ORMDL2,-0.069082464,0.887783153
21059,LINC02574,-0.069146636,0.891102247
3770,SIRPB1,-0.069224225,0.928247881
10635,OR6J1,-0.069224225,0.928247881
10812,TEX50,-0.069224225,0.928247881
16473,CLIP1-AS1,-0.069224225,0.928247881
61880,LOC100500773,-0.069224225,0.928247881
67293,FMO9P,-0.069224225,0.928247881
7255,ZDBF2,-0.06926241,0.889994067
25325,POLR3D,-0.06933685,0.89199815
7354,LINC02724,-0.069435048,0.897591789
57751,SNHG3,-0.069435048,0.897591789
1313,DPH7,-0.069526162,0.889485083
28054,SLC10A6,-0.069536551,0.898957069
6512,ZFYVE16,-0.069675403,0.888565657
46705,TMA7,-0.069729141,0.898870971
4737,OAT,-0.069773847,0.886220291
18837,ADGRG5,-0.069790283,0.88903928
1876,CXCR4,-0.069805006,0.884512809
16217,TYRO3,-0.069877356,0.883573663
916,EPB41L4A,-0.070005379,0.88476963
3481,NDUFA6-DT,-0.070015184,0.889929432
2522,SNORA77,-0.070037427,0.92611461
13827,LCMT1-AS2,-0.070037427,0.92611461
19772,VN1R5,-0.070037427,0.92611461
38020,OR52L1,-0.070037427,0.92611461
56495,MIR548S,-0.070037427,0.92611461
49914,FTHL17,-0.070084057,0.922962575
34413,GP9,-0.070121406,0.903900471
2254,QRICH1,-0.070159964,0.885315057
248,ADAM22,-0.070273735,0.882148367
14710,NT5C,-0.070317613,0.892323208
25899,ANKHD1,-0.070379374,0.881980203
48805,ANKHD1-EIF4EBP3,-0.070379374,0.881980203
71516,TNS4,-0.07045897,0.903282878
10517,MFF,-0.070496905,0.882322262
40703,LOC101929188,-0.070522209,0.889443763
2570,R3HDML,-0.070530123,0.900440187
50128,WDR82,-0.070577702,0.888092297
4401,ITFG2,-0.070611075,0.887513356
9689,COMMD8,-0.070649288,0.88273223
73333,MIR4476,-0.07064942,0.895800019
26734,RFX7,-0.070670551,0.883108649
11201,LOC102723582,-0.070678761,0.889872043
14724,PRPF4,-0.070864418,0.884792902
15720,CACNA1C-AS4,-0.07089071,0.924999235
34436,CES1,-0.07089071,0.924999235
39377,ZSCAN4,-0.07089071,0.924999235
60845,PIPSL,-0.07089071,0.924999235
69111,KRT37,-0.07089071,0.924999235
21298,LINC01987,-0.070963279,0.919316902
19874,PI4K2A,-0.070967239,0.884563029
11763,PSMB2,-0.070987501,0.903644187
3137,ZFR2,-0.070999619,0.884883646
50439,GDPD5,-0.071154188,0.901381553
57972,RN7SL1,-0.071174679,0.883867892
53053,PRR26,-0.071233527,0.920511188
29957,PCP4,-0.07128256,0.889046527
70347,KIAA0754,-0.071347536,0.881760045
35322,CCDC174,-0.07135487,0.887849468
3167,NOP2,-0.071374799,0.891704697
7993,NPRL2,-0.071413483,0.891088013
17567,CTNNA2,-0.071436813,0.879769649
19312,UBR2,-0.071456628,0.885545506
2731,DST,-0.07148869,0.884045794
13044,FAM76B,-0.071645855,0.878826699
36963,PPP6C,-0.071723942,0.888273566
25322,KRT6A,-0.071787114,0.922663275
41550,SNORD116-26,-0.071787114,0.922663275
36644,LEMD1-AS1,-0.071837326,0.919658881
53868,OR10X1,-0.071837326,0.919658881
22038,EI24,-0.071916374,0.881579978
11899,NBR1,-0.072093412,0.887115847
11543,RFXAP,-0.072117664,0.88386212
14435,SETX,-0.072165897,0.8827958
20390,SLC25A53,-0.072268924,0.884129105
21714,SLC49A4,-0.072279094,0.877413214
18809,YTHDF3,-0.07232768,0.878831509
61500,TRIM47,-0.072367789,0.89144208
5909,NAGA,-0.072421409,0.88021239
35412,ZNRF3-AS1,-0.072430056,0.889047473
37,SLC30A8,-0.072461831,0.917898002
30634,LINC01433,-0.072461831,0.917898002
57841,MIG7,-0.072461831,0.917898002
63229,RBM19,-0.072470478,0.88593395
58772,MIR320A,-0.072492275,0.884204284
18580,PGF,-0.072661934,0.885534481
24720,CCDC113,-0.072661934,0.885534481
22952,PRDM2,-0.072729991,0.921439294
39355,MIR8075,-0.072729991,0.921439294
47988,ABTB2,-0.072757828,0.881014644
3949,MINPP1,-0.072801114,0.886636315
10434,LINC02589,-0.072808307,0.894576167
985,SGSM3,-0.07283445,0.898640823
455,INPP5F,-0.072872509,0.881011081
9728,RAB6A,-0.072921526,0.881454207
44825,GDPD1,-0.072960213,0.891650861
27936,GPER1,-0.072981256,0.887389739
24998,KLHDC10,-0.07300381,0.88447821
27231,LOC101927989,-0.073036565,0.878956974
13343,IGDCC4,-0.073086767,0.87945991
2258,PRG2,-0.073108124,0.916988174
36155,ISX-AS1,-0.073108124,0.916988174
12402,BEND6,-0.07322967,0.879835405
21444,RAB5IF,-0.073240448,0.881966741
27025,AATBC,-0.073399852,0.880699914
24005,HSF2,-0.073528401,0.876617756
283,CASP9,-0.073547575,0.876380708
62396,SNORD59A,-0.073572192,0.88298533
6615,CLIC4,-0.073593708,0.878837845
10783,TTYH2,-0.073623556,0.889925121
816,ECPAS,-0.073628582,0.878222853
5522,LINC01684,-0.073723053,0.959714754
3233,LINC01491,-0.073777366,0.887603595
15227,TMEM234,-0.074078961,0.888594391
22561,IPPK,-0.074158027,0.88114231
21517,ABCB9,-0.074232314,0.879575592
10216,SRSF5,-0.074254157,0.877973693
5899,LINC00534,-0.074470803,0.914132975
34786,ZNF252P,-0.074478399,0.880075425
14414,RTEL1,-0.074545353,0.88723117
29137,RTEL1-TNFRSF6B,-0.074545353,0.88723117
49696,CACNG7,-0.074657469,0.892198613
1443,AGTRAP,-0.074691225,0.888627336
24616,SVOPL,-0.074737954,0.895401047
57665,LOC101927919,-0.074742919,0.875519683
17800,ZBED5,-0.074752354,0.88065109
30952,LINC02089,-0.074770415,0.917520544
55653,LINC01355,-0.074770415,0.917520544
7909,ATP6V1B2,-0.074801628,0.879263949
24962,MED10,-0.074845722,0.880693222
42005,TRIM3,-0.074887774,0.876511974
16297,SETMAR,-0.074924961,0.874676957
5525,CDK6,-0.074961672,0.874098359
4228,ATP6V1B1-AS1,-0.075046835,0.881488288
44990,DPY19L2P2,-0.075046835,0.881488288
50820,HTRA4,-0.075089584,0.891420918
231,LOC654841,-0.075112322,0.876897673
4086,LINC01875,-0.07518977,0.913136886
29091,SNORD169,-0.07518977,0.913136886
20204,LRP12,-0.075196371,0.873737759
17894,PARVG,-0.075247248,0.89243551
44845,LOC100422556,-0.075402598,0.909875777
3647,FANCG,-0.075505583,0.882538607
34568,MRPS15,-0.075566233,0.886104261
53820,PLXNB1,-0.075633333,0.880996889
15037,EYA3,-0.075791111,0.885672621
3020,LARP1B,-0.075793383,0.872093799
2691,TIMELESS,-0.075814884,0.878285028
8927,SAMD7,-0.075876658,0.957647234
11574,TMCO2,-0.075876658,0.957647234
42272,ADNP,-0.075876658,0.957647234
44312,G6PC,-0.075876658,0.957647234
45499,C18orf12,-0.075876658,0.957647234
41604,FSHB,-0.075935703,0.911073391
33839,KPNA6,-0.075994841,0.891102247
21,RPL6,-0.076018522,0.875509532
16268,KIF6,-0.076026723,0.881151059
55477,MYL6,-0.076033156,0.874098411
3217,EIF2AK1,-0.07623075,0.877009802
12878,ATG10,-0.076287117,0.871888328
21906,LAMA3,-0.07633246,0.891444527
26144,MCTS1,-0.076481117,0.883912934
59552,TICAM1,-0.076543984,0.884889616
58510,USP3-AS1,-0.076561589,0.879730447
59311,POGK,-0.076643103,0.871091774
6131,SNORA10,-0.076667005,0.890258604
3651,LOC349160,-0.07671015,0.910004253
54902,LOC100507477,-0.07671015,0.910004253
71518,LINC00572,-0.07671015,0.910004253
36807,TAF9B,-0.076759684,0.876465549
69774,LOC102724511,-0.076771033,0.88903928
8355,FBXL8,-0.076801512,0.885415065
32122,THORLNC,-0.076862521,0.873152953
4781,JAK1,-0.076871395,0.870704905
60753,BRWD3,-0.07694842,0.87053871
21780,EXOSC2,-0.077000447,0.876689257
3940,DKFZP586I1420,-0.077046889,0.913185163
7250,LOC100506403,-0.077046889,0.913185163
18918,LINC01335,-0.077046889,0.913185163
47612,SNORD114-22,-0.077046889,0.913185163
69723,CFAP61,-0.077046889,0.913185163
72744,LOC101929319,-0.077046889,0.913185163
64207,MARS,-0.077088704,0.883494538
69948,AKIRIN2,-0.077103331,0.870037563
28305,PRMT8,-0.077110733,0.877906361
7855,HACD2,-0.07712497,0.87242478
